STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,STATE
US1VAJC0076,"WILLIAMSBURG 6.8 NW, VA US",,,,VIRGINIA
US1VAJC0070,"WILLIAMSBURG 2.9 SW, VA US",,,,VIRGINIA
US1VASR0001,"CLAREMONT 0.2 SW, VA US",,,,VIRGINIA
USC00446999,"RADFORD 3 N, VA US",,,,VIRGINIA
US1VAFQ0021,"MARSHALL 8.0 SW, VA US",,,,VIRGINIA
US1VAHR0008,"LAUREL 0.8 N, VA US",,,,VIRGINIA
US1VAFQ0024,"WARRENTON 2.9 SE, VA US",,,,VIRGINIA
US1VAFQ0026,"WARRENTON 4.2 ENE, VA US",,,,VIRGINIA
US1VAFQ0025,"WARRENTON 3.9 W, VA US",,,,VIRGINIA
US1VAFQ0028,"BROAD RUN 3.0 SSW, VA US",,,,VIRGINIA
USC00445300,"MARTINSVILLE FILTER PLANT, VA US",,,,VIRGINIA
US1VAGV0002,"EMPORIA 11.0 SW, VA US",,,,VIRGINIA
US1VAJC0068,"WILLIAMSBURG 3.7 WNW, VA US",,,,VIRGINIA
US1VAJC0067,"TOANO 0.9 SE, VA US",,,,VIRGINIA
US1VASM0009,"SALTVILLE 4.2 ENE, VA US",,,,VIRGINIA
US1VAJC0064,"WILLIAMSBURG 3.4 W, VA US",,,,VIRGINIA
US1VAJC0061,"WILLIAMSBURG 5.1 WSW, VA US",,,,VIRGINIA
US1VAJC0060,"WILLIAMSBURG 2.6 WSW, VA US",,,,VIRGINIA
USR0000VCRA,"CRAIG VALLEY VIRGINIA, VA US",,,,VIRGINIA
USC00444128,"HOT SPRINGS, VA US",,,,VIRGINIA
US1VAFX0084,"FAIRFAX 2.8 SSE, VA US",,,,VIRGINIA
USC00447998,"SPRINGFIELD PARK, VA US",,,,VIRGINIA
US1VARH0023,"HARRISONBURG 9.2 NE, VA US",,,,VIRGINIA
US1VAFQ0013,"BROAD RUN 2.8 SSW, VA US",,,,VIRGINIA
US1VARH0024,"HARRISONBURG 3.6 SE, VA US",,,,VIRGINIA
US1VAFX0087,"FALLS CHURCH 1.7 S, VA US",,,,VIRGINIA
US1VAFX0080,"ANNANDALE 1.9 W, VA US",,,,VIRGINIA
US1VAFX0081,"ALEXANDRIA 6.6 WNW, VA US",,,,VIRGINIA
US1VAFQ0017,"WARRENTON 2.0 WNW, VA US",,,,VIRGINIA
US1VARH0020,"BRIDGEWATER 5.8 W, VA US",,,,VIRGINIA
US1VAFX0082,"FALLS CHURCH 1.1 NNW, VA US",,,,VIRGINIA
US1VAFX0083,"ALEXANDRIA 3.9 S, VA US",,,,VIRGINIA
USC00445453,"MEADOWS OF DAN 5 SW, VA US",,,,VIRGINIA
USC00445690,"MONTEBELLO FISH CULTURAL STATION, VA US",,,,VIRGINIA
US1VAAR0018,"ARLINGTON 1.0 WSW, VA US",,,,VIRGINIA
US1VAAR0017,"HUNTINGTON 1.6 ENE, VA US",,,,VIRGINIA
USC00443272,"GALAX WATER PLANT, VA US",,,,VIRGINIA
US1VAAR0016,"ARLINGTON 3.3 WNW, VA US",,,,VIRGINIA
US1VAJC0059,"WILLIAMSBURG 6.5 NW, VA US",,,,VIRGINIA
US1VAFX0099,"MOUNT VERNON 0.4 NW, VA US",,,,VIRGINIA
US1VAJC0058,"WILLIAMSBURG 6.1 NW, VA US",,,,VIRGINIA
US1VAJC0057,"WILLIAMSBURG 7.5 NNW, VA US",,,,VIRGINIA
US1VAJC0056,"WILLIAMSBURG 9.1 NNW, VA US",,,,VIRGINIA
US1VAJC0054,"TOANO 3.9 WSW, VA US",,,,VIRGINIA
US1VALD0039,"ASHBURN 7.2 SW, VA US",,,,VIRGINIA
US1VALD0035,"ASHBURN 0.4 N, VA US",,,,VIRGINIA
US1VAFR0048,"WIRTZ 5.6 NE, VA US",,,,VIRGINIA
US1VAFR0047,"ROCKY MOUNT 0.8 SSW, VA US",,,,VIRGINIA
US1VAFR0046,"HARDY 8.2 SE, VA US",,,,VIRGINIA
US1VAFX0090,"ALEXANDRIA 6.9 S, VA US",,,,VIRGINIA
US1VASM0004,"MARION 2.4 ENE, VA US",,,,VIRGINIA
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",,,,VIRGINIA
US1VAFR0045,"BOONES MILL 4.4 SE, VA US",,,,VIRGINIA
US1VARH0016,"HARRISONBURG 2.1 NNW, VA US",,,,VIRGINIA
US1VAFR0043,"ROCKY MOUNT 7.2 SE, VA US",,,,VIRGINIA
US1VARH0018,"HARRISONBURG 2.1 N, VA US",,,,VIRGINIA
USC00448837,"WALLACETON LAKE DRUMMOND, VA US",,,,VIRGINIA
USC00447506,"SALTVILLE 1 N, VA US",,,,VIRGINIA
US1VARH0011,"MASSANUTTEN 1.3 SE, VA US",,,,VIRGINIA
US1VAFX0095,"OAKTON 2.0 SW, VA US",,,,VIRGINIA
US1VAAR0011,"ARLINGTON 2.7 W, VA US",,,,VIRGINIA
USC00447985,"SPERRYVILLE, VA US",,,,VIRGINIA
USC00445204,"MANASSAS, VA US",,,,VIRGINIA
USC00446656,"PETERSBURG, VA US",,,,VIRGINIA
US1VAFQ0004,"REMINGTON 4.0 ENE, VA US",,,,VIRGINIA
USC00446173,"NORTH FORK LAKE, VA US",,,,VIRGINIA
US1VAFX0105,"ALEXANDRIA 6.8 S, VA US",,,,VIRGINIA
US1VABD0038,"BEDFORD 2.5 ENE, VA US",,,,VIRGINIA
US1VABD0035,"BEDFORD 10.9 S, VA US",,,,VIRGINIA
US1VAPL0002,"NEW RIVER 0.3 NNW, VA US",,,,VIRGINIA
US1VACP0013,"CULPEPER 2.0 WNW, VA US",,,,VIRGINIA
US1VACP0014,"REVA 1.4 SSE, VA US",,,,VIRGINIA
US1VACP0015,"CULPEPER 2.6 NW, VA US",,,,VIRGINIA
USR0000VFVA,"FORT VALLEY VIRGINIA, VA US",,,,VIRGINIA
US1VARCC018,"RICHMOND 2.3 N, VA US",,,,VIRGINIA
USW00013762,"FENTRESS NAVAL AUXILIARY FIELD, VA US",,,,VIRGINIA
US1VARCC017,"RICHMOND 1.7 N, VA US",,,,VIRGINIA
US1VACP0010,"CULPEPER 1.7 NNE, VA US",,,,VIRGINIA
US1VATZ0003,"FALLS MILLS 1.6 SW, VA US",,,,VIRGINIA
US1VARCC022,"RICHMOND 3.7 E, VA US",,,,VIRGINIA
US1VARCC021,"RICHMOND 0.6 SW, VA US",,,,VIRGINIA
USC00441955,"CONCORD 4 SSW, VA US",,,,VIRGINIA
US1VANRC017,"NORFOLK 1.6 NNW, VA US",,,,VIRGINIA
US1VATZ0004,"TAZEWELL 2.9 WNW, VA US",,,,VIRGINIA
US1VABD0029,"LYNCHBURG 5.1 NNW, VA US",,,,VIRGINIA
US1VAFX0114,"HERNDON 2.9 S, VA US",,,,VIRGINIA
US1VABD0028,"VINTON 9.0 E, VA US",,,,VIRGINIA
US1VAWM0006,"HAGUE 3.5 NE, VA US",,,,VIRGINIA
US1VAFX0115,"CENTREVILLE 0.3 N, VA US",,,,VIRGINIA
US1VAFX0116,"ALEXANDRIA 1.9 W, VA US",,,,VIRGINIA
US1VAWM0005,"STRATFORD 0.5 NE, VA US",,,,VIRGINIA
US1VAFX0117,"ALEXANDRIA 1.4 N, VA US",,,,VIRGINIA
US1VAFX0110,"VIENNA 4.1 NNW, VA US",,,,VIRGINIA
US1VABD0024,"VINTON 8.6 ENE, VA US",,,,VIRGINIA
US1VAFX0111,"HERNDON 2.2 NNE, VA US",,,,VIRGINIA
USC00446161,"NORTH, VA US",,,,VIRGINIA
US1VARCC009,"RICHMOND 1.1 WSW, VA US",,,,VIRGINIA
US1VAFX0119,"SPRINGFIELD 1.8 SW, VA US",,,,VIRGINIA
USW00013773,"QUANTICO MCAS, VA US",,,,VIRGINIA
US1VAHR0040,"GLEN ALLEN 3.6 W, VA US",,,,VIRGINIA
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",,,,VIRGINIA
US1VARCC014,"RICHMOND 4.2 NNE, VA US",,,,VIRGINIA
US1VARCC013,"RICHMOND 2.1 N, VA US",,,,VIRGINIA
US1VAPW0013,"MANASSAS 5.3 SE, VA US",,,,VIRGINIA
US1VAPW0010,"WOODBRIDGE 5.9 NW, VA US",,,,VIRGINIA
US1VARCC011,"RICHMOND 1.1 SE, VA US",,,,VIRGINIA
US1VAPW0011,"NOKESVILLE 4.0 S, VA US",,,,VIRGINIA
US1VARCC010,"RICHMOND 3.9 NW, VA US",,,,VIRGINIA
USC00441825,"CLINTWOOD 1 W, VA US",,,,VIRGINIA
USC00440735,"BIG STONE GAP, VA US",,,,VIRGINIA
USW00013769,"OCEANA NAS, VA US",,,,VIRGINIA
US1VABD0031,"MONTVALE 0.4 N, VA US",,,,VIRGINIA
US1VABD0030,"GOODVIEW 0.9 S, VA US",,,,VIRGINIA
US1VANRC005,"NORFOLK 3.0 S, VA US",,,,VIRGINIA
US1VAPW0019,"MANASSAS 2.5 NNW, VA US",,,,VIRGINIA
US1VANRC003,"NORFOLK 5.0 SSW, VA US",,,,VIRGINIA
US1VAPW0014,"MANASSAS 5.8 SE, VA US",,,,VIRGINIA
US1VAPW0015,"HAYMARKET 5.5 N, VA US",,,,VIRGINIA
USC00449301,"WYTHEVILLE, VA US",,,,VIRGINIA
US1VARNC003,"ROANOKE 1.9 SSW, VA US",,,,VIRGINIA
US1VABK0002,"NEW CANTON 2.6 SE, VA US",,,,VIRGINIA
US1VAHR0034,"HENRICO 5.8 W, VA US",,,,VIRGINIA
US1VABK0001,"BUCKINGHAM 9.9 NW, VA US",,,,VIRGINIA
US1VABK0004,"DILLWYN 6.9 WSW, VA US",,,,VIRGINIA
US1VAHR0036,"HENRICO 4.1 W, VA US",,,,VIRGINIA
US1VABK0003,"BUCKINGHAM 1.0 NE, VA US",,,,VIRGINIA
US1VAHR0035,"TUCKAHOE 1.3 SSW, VA US",,,,VIRGINIA
US1VAHR0038,"GLEN ALLEN 0.2 SE, VA US",,,,VIRGINIA
US1VABD0013,"MONETA 3.9 WSW, VA US",,,,VIRGINIA
US1VAHR0037,"RICHMOND 5.3 NW, VA US",,,,VIRGINIA
US1VAMN0011,"BLACKSBURG 1.6 W, VA US",,,,VIRGINIA
US1VAIW0022,"SMITHFIELD 7.7 NNW, VA US",,,,VIRGINIA
USW00003739,"CAPE CHARLES 5 ENE, VA US",,,,VIRGINIA
US1VAHR0030,"GLEN ALLEN 1.4 WNW, VA US",,,,VIRGINIA
US1VAIW0021,"CARROLLTON 3.3 SE, VA US",,,,VIRGINIA
US1VAHR0031,"RICHMOND 4.8 N, VA US",,,,VIRGINIA
US1VAMN0009,"BLACKSBURG 5.0 W, VA US",,,,VIRGINIA
USC00442941,"FARMVILLE, VA US",,,,VIRGINIA
US1VASC0001,"GATE CITY 6.2 NNE, VA US",,,,VIRGINIA
USC00441614,"CHATHAM, VA US",,,,VIRGINIA
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",,,,VIRGINIA
US1VARP0008,"SPERRYVILLE 5.5 S, VA US",,,,VIRGINIA
US1VAMN0004,"CHRISTIANSBURG 1.7 WNW, VA US",,,,VIRGINIA
US1VAMN0005,"CHRISTIANSBURG 1.1 ESE, VA US",,,,VIRGINIA
USC00449215,"WISE 1 SE, VA US",,,,VIRGINIA
US1VARP0007,"CASTLETON 1.5 E, VA US",,,,VIRGINIA
US1VARP0006,"BOSTON 2.2 WSW, VA US",,,,VIRGINIA
USC00447278,"ROANOKE 8 N, VA US",,,,VIRGINIA
USC00449213,"WINTERPOCK, VA US",,,,VIRGINIA
US1VABD0007,"MONETA 3.6 SW, VA US",,,,VIRGINIA
US1VANRC022,"NORFOLK 3.2 W, VA US",,,,VIRGINIA
USC00445096,"LURAY 5 E, VA US",,,,VIRGINIA
US1VAHR0022,"GLEN ALLEN 6.8 WNW, VA US",,,,VIRGINIA
US1VABD0003,"MONETA 4.8 S, VA US",,,,VIRGINIA
US1VAHR0027,"HIGHLAND SPRINGS 8.1 SE, VA US",,,,VIRGINIA
US1VAHR0029,"SANDSTON 5.9 ESE, VA US",,,,VIRGINIA
US1VAPL0013,"FAIRLAWN 1.8 WNW, VA US",,,,VIRGINIA
US1VACP0001,"RIXEYVILLE 6.3 NNE, VA US",,,,VIRGINIA
US1VACP0002,"RIXEYVILLE 2.5 N, VA US",,,,VIRGINIA
USC00441606,"CHASE CITY, VA US",,,,VIRGINIA
US1VAIW0014,"SMITHFIELD 5.5 WNW, VA US",,,,VIRGINIA
US1VALB0002,"VICTORIA 0.9 N, VA US",,,,VIRGINIA
US1VABD0009,"BEDFORD 3.2 W, VA US",,,,VIRGINIA
US1VAIW0010,"SMITHFIELD 3.6 SSE, VA US",,,,VIRGINIA
US1VAIW0019,"SMITHFIELD 0.7 NE, VA US",,,,VIRGINIA
US1VALYC004,"LYNCHBURG 2.5 WSW, VA US",,,,VIRGINIA
US1VAIW0017,"WINDSOR 0.5 ENE, VA US",,,,VIRGINIA
US1VALYC007,"LYNCHBURG 3.4 NNW, VA US",,,,VIRGINIA
US1VAPL0009,"DUBLIN 2.0 SSW, VA US",,,,VIRGINIA
US1VAOR0001,"BARBOURSVILLE 1.1 NW, VA US",,,,VIRGINIA
US1VAOR0003,"RHOADESVILLE 4.0 ENE, VA US",,,,VIRGINIA
US1VALS0007,"LOUISA 5.1 WSW, VA US",,,,VIRGINIA
USC00446491,"SCOTTSVILLE 6 SE, VA US",,,,VIRGINIA
US1VALS0008,"KESWICK 3.4 ESE, VA US",,,,VIRGINIA
US1VAHG0009,"MONTEREY 10.8 SE, VA US",,,,VIRGINIA
USW00003759,"CHARLOTTESVILLE 2 SSE, VA US",,,,VIRGINIA
US1VAHG0008,"MONTEREY 1.4 SW, VA US",,,,VIRGINIA
US1VAST0018,"DREWRYVILLE 2.3 SW, VA US",,,,VIRGINIA
US1VAHG0003,"MCDOWELL 5.1 NNE, VA US",,,,VIRGINIA
US1VAST0016,"FRANKLIN 2.6 WNW, VA US",,,,VIRGINIA
US1VAST0017,"FRANKLIN 0.5 ESE, VA US",,,,VIRGINIA
US1VAWLC002,"WILLIAMSBURG 1.4 ENE, VA US",,,,VIRGINIA
US1VAWLC001,"WILLIAMSBURG 1.3 SSW, VA US",,,,VIRGINIA
US1VAAG0033,"VERONA 2.6 ENE, VA US",,,,VIRGINIA
USC00447338,"ROCKY MOUNT, VA US",,,,VIRGINIA
US1VAAG0035,"STAUNTON 3.7 WSW, VA US",,,,VIRGINIA
US1VAAG0030,"FORT DEFIANCE 3.6 SE, VA US",,,,VIRGINIA
US1VAAG0031,"STAUNTON 1.0 WSW, VA US",,,,VIRGINIA
USC00446125,"NORA 4 SSE, VA US",,,,VIRGINIA
US1VAFX0037,"MANTUA 1.4 S, VA US",,,,VIRGINIA
US1VAFX0033,"FRANCONIA 1.3 SSE, VA US",,,,VIRGINIA
US1VAMX0004,"LOCUST HILL 1.1 ENE, VA US",,,,VIRGINIA
US1VALS0010,"MINERAL 6.9 NNE, VA US",,,,VIRGINIA
US1VAMX0009,"DELTAVILLE 1.0 NE, VA US",,,,VIRGINIA
US1VAMX0007,"HARTFIELD 2.9 W, VA US",,,,VIRGINIA
US1VAMX0008,"HARTFIELD 1.5 WNW, VA US",,,,VIRGINIA
US1VARN0001,"CAVE SPRING 2.4 SSW, VA US",,,,VIRGINIA
US1VANK0004,"PROVIDENCE FORGE 3.7 NE, VA US",,,,VIRGINIA
US1VARN0003,"ROANOKE 5.5 SW, VA US",,,,VIRGINIA
USC00446475,"PAINTER 2 W, VA US",,,,VIRGINIA
US1VARN0005,"ROANOKE 4.3 SW, VA US",,,,VIRGINIA
USC00448894,"WARSAW 2 NW, VA US",,,,VIRGINIA
US1VAFX0125,"MCLEAN 1.1 S, VA US",,,,VIRGINIA
US1VAFX0121,"FAIRFAX 3.2 W, VA US",,,,VIRGINIA
US1VAFX0001,"HERNDON 3.3 S, VA US",,,,VIRGINIA
US1VAFX0122,"FALLS CHURCH 2.4 SW, VA US",,,,VIRGINIA
US1VAFDC002,"FREDERICKSBURG 1.3 ENE, VA US",,,,VIRGINIA
USW00093773,"WAKEFIELD MUNICIPAL AIRPORT, VA US",,,,VIRGINIA
USW00093775,"ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US",,,,VIRGINIA
US1VANL0006,"NELLYSFORD 2.0 N, VA US",,,,VIRGINIA
US1VAPW0022,"MANASSAS 2.0 N, VA US",,,,VIRGINIA
US1VAAG0012,"CRAIGSVILLE 12.2 NNE, VA US",,,,VIRGINIA
USW00000154,"HAMPTON ROADS EXECUTIVE AIRPORT, VA US",,,,VIRGINIA
USC00446147,"NORFOLK SOUTH, VA US",,,,VIRGINIA
USW00000153,"CHESTERFIELD CO AIRPORT, VA US",,,,VIRGINIA
US1VAKW0002,"HANOVER 5.9 ESE, VA US",,,,VIRGINIA
USC00448680,"VARINA, VA US",,,,VIRGINIA
USC00445050,"LOUISA, VA US",,,,VIRGINIA
US1VAST0002,"SEDLEY 3.7 N, VA US",,,,VIRGINIA
US1VAST0005,"IVOR 1.0 SW, VA US",,,,VIRGINIA
US1VAWLC017,"WILLIAMSBURG 0.3 SSW, VA US",,,,VIRGINIA
US1VACH0001,"SAXE 4.3 SE, VA US",,,,VIRGINIA
US1VAHG0002,"MONTEREY 6.5 SSW, VA US",,,,VIRGINIA
US1VACH0003,"CHARLOTTE COURT HOUSE 4.9 NNE, VA US",,,,VIRGINIA
US1VACH0004,"RED OAK 1.4 N, VA US",,,,VIRGINIA
US1VAWLC013,"WILLIAMSBURG 1.0 SSW, VA US",,,,VIRGINIA
US1VAAG0028,"VERONA 3.4 NNW, VA US",,,,VIRGINIA
US1VAWLC012,"WILLIAMSBURG 3.2 NW, VA US",,,,VIRGINIA
US1VAAG0023,"FORT DEFIANCE 2.8 ESE, VA US",,,,VIRGINIA
US1VAAG0024,"MOUNT SOLON 4.3 SSE, VA US",,,,VIRGINIA
US1VAAG0025,"VERONA 1.3 E, VA US",,,,VIRGINIA
US1VACH0005,"DRAKES BRANCH 0.3 W, VA US",,,,VIRGINIA
USC00446012,"NEW CASTLE, VA US",,,,VIRGINIA
US1VAGC0029,"JAMES STORE 1.5 WNW, VA US",,,,VIRGINIA
US1VACS0064,"MIDLOTHIAN 7.9 S, VA US",,,,VIRGINIA
US1VACS0062,"CHESTER 2.2 SSW, VA US",,,,VIRGINIA
US1VACS0060,"MIDLOTHIAN 3.0 NNW, VA US",,,,VIRGINIA
USC00448192,"SUFFOLK LAKE KILBY, VA US",,,,VIRGINIA
US1VAPN0010,"FARMVILLE 0.5 E, VA US",,,,VIRGINIA
US1VAYR0014,"YORKTOWN 6.8 SE, VA US",,,,VIRGINIA
US1VAPN0008,"MEHERRIN 2.0 NE, VA US",,,,VIRGINIA
US1VAPN0006,"PAMPLIN 5.2 SE, VA US",,,,VIRGINIA
US1VAGC0030,"GLOUCESTER POINT 5.1 NNE, VA US",,,,VIRGINIA
US1VAYR0016,"YORKTOWN 6.9 SE, VA US",,,,VIRGINIA
US1VANY0007,"BURKEVILLE 1.9 SSE, VA US",,,,VIRGINIA
USC00442400,"DISPUTANTA, VA US",,,,VIRGINIA
USC00449159,"WILLIAMSVILLE 2 S, VA US",,,,VIRGINIA
US1VAGC0018,"GLOUCESTER POINT 4.9 E, VA US",,,,VIRGINIA
US1VAFL0006,"WILLIS 2.7 SE, VA US",,,,VIRGINIA
US1VAGC0019,"GLOUCESTER COURTHOUSE 4.2 SSW, VA US",,,,VIRGINIA
US1VAVBC070,"VIRGINIA BEACH 4.6 NE, VA US",,,,VIRGINIA
USC00449151,"WILLIAMSBURG 2 N, VA US",,,,VIRGINIA
USC00449272,"WOOLWINE 1 SE, VA US",,,,VIRGINIA
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",,,,VIRGINIA
US1VASFC007,"SUFFOLK 13.9 NNE, VA US",,,,VIRGINIA
US1VACR0010,"FANCY GAP 3.4 SW, VA US",,,,VIRGINIA
US1VAFL0002,"COPPER HILL 6.2 S, VA US",,,,VIRGINIA
US1VAAG0008,"STAUNTON 2.0 S, VA US",,,,VIRGINIA
US1VASFC011,"SUFFOLK 3.1 NNW, VA US",,,,VIRGINIA
US1VAYR0004,"WILLIAMSBURG 6.0 N, VA US",,,,VIRGINIA
US1VASFC012,"SUFFOLK 2.9 NNW, VA US",,,,VIRGINIA
US1VAYR0001,"NEWPORT NEWS 5.8 NE, VA US",,,,VIRGINIA
US1VASH0002,"STRASBURG 3.7 N, VA US",,,,VIRGINIA
US1VAYR0008,"YORKTOWN 0.5 SSE, VA US",,,,VIRGINIA
US1VAYR0007,"WILLIAMSBURG 4.4 N, VA US",,,,VIRGINIA
US1VAAG0006,"STAUNTON 0.5 WNW, VA US",,,,VIRGINIA
US1VAGC0023,"GLOUCESTER COURTHOUSE 2.1 S, VA US",,,,VIRGINIA
US1VAGC0022,"GLOUCESTER COURTHOUSE 0.7 NNW, VA US",,,,VIRGINIA
US1VAGC0025,"GLOUCESTER COURTHOUSE 7.1 NNE, VA US",,,,VIRGINIA
US1VAGC0024,"WARE NECK 1.6 SSE, VA US",,,,VIRGINIA
US1VACS0059,"MOSELEY 1.7 NNE, VA US",,,,VIRGINIA
US1VAGC0027,"GLOUCESTER COURTHOUSE 3.8 ENE, VA US",,,,VIRGINIA
US1VAFCC002,"FALLS CHURCH 0.8 ESE, VA US",,,,VIRGINIA
US1VAGC0026,"GLOUCESTER COURTHOUSE 9.1 N, VA US",,,,VIRGINIA
US1VAFCC003,"FALLS CHURCH 0.7 ESE, VA US",,,,VIRGINIA
US1VACS0045,"CHESTER 6.6 E, VA US",,,,VIRGINIA
US1VAVBC063,"VIRGINIA BEACH 7.2 NNE, VA US",,,,VIRGINIA
USW00093736,"CHARLOTTESVILLE ALBEMARLE AIRPORT, VA US",,,,VIRGINIA
US1VANK0007,"PROVIDENCE FORGE 4.3 NE, VA US",,,,VIRGINIA
US1VAGC0006,"ZANONI 1.7 SSE, VA US",,,,VIRGINIA
US1VANK0006,"NEW KENT 5.0 W, VA US",,,,VIRGINIA
US1VAGC0009,"GLOUCESTER COURTHOUSE 3.3 SE, VA US",,,,VIRGINIA
US1VAVBC065,"VIRGINIA BEACH 11.5 NW, VA US",,,,VIRGINIA
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",,,,VIRGINIA
US1VANK0005,"QUINTON 4.6 W, VA US",,,,VIRGINIA
US1VAGC0008,"GLOUCESTER COURTHOUSE 3.3 SSW, VA US",,,,VIRGINIA
US1VAPG0001,"SHENANDOAH 1.4 N, VA US",,,,VIRGINIA
USW00093739,"WALLOPS ISLAND NASA TEST FACILITY, VA US",,,,VIRGINIA
USC00449186,"WINCHESTER 7 SE, VA US",,,,VIRGINIA
US1VACS0041,"MIDLOTHIAN 5.4 S, VA US",,,,VIRGINIA
US1VALN0001,"URBANNA 6.2 NNE, VA US",,,,VIRGINIA
US1VAVBC060,"VIRGINIA BEACH 8.5 N, VA US",,,,VIRGINIA
US1VALN0002,"KILMARNOCK 2.5 NW, VA US",,,,VIRGINIA
US1VAVBC061,"VIRGINIA BEACH 2.5 NE, VA US",,,,VIRGINIA
US1VAFD0001,"STEPHENS CITY 2.2 E, VA US",,,,VIRGINIA
US1VAVBC062,"VIRGINIA BEACH 10.1 N, VA US",,,,VIRGINIA
US1VAVBC067,"VIRGINIA BEACH 8.1 N, VA US",,,,VIRGINIA
US1VAHV0011,"ROCKVILLE 5.1 W, VA US",,,,VIRGINIA
US1VAVBC068,"VIRGINIA BEACH 8.2 NNW, VA US",,,,VIRGINIA
US1VASFC022,"PORTSMOUTH 5.1 WNW, VA US",,,,VIRGINIA
US1VASFC023,"SUFFOLK 1.4 NNW, VA US",,,,VIRGINIA
US1VACR0003,"GALAX 6.1 N, VA US",,,,VIRGINIA
